KDSATKER,KODE_PROGRAM,KODE_KEGIATAN,KODE_OUTPUT,KDIB,VOLUME_OUTPUT,KODE_SUBOUTPUT,VOLUME_SUBOUTPUT,KODE_KOMPONEN,KODE_SUBKOMPONEN,URAIAN_SUBKOMPONEN,KODE_AKUN,KODE_JENIS_BEBAN,KODE_CARA_TARIK,KODE_JENIS_BANTUAN,KODE_REGISTER,HEADER1,HEADER2,KODE_ITEM,NOMOR_ITEM,CONS_ITEM,URAIAN_ITEM,SUMBER_DANA,VOL_KEG_1,SAT_KEG_1,VOL_KEG_2,SAT_KEG_2,VOL_KEG_3,SAT_KEG_3,VOL_KEG_4,SAT_KEG_4,VOLKEG,SATKEG,HARGASAT,TOTAL,KODE_BLOKIR,NILAI_BLOKIR,KODE_STS_HISTORY,POK_NILAI_1,POK_NILAI_2,POK_NILAI_3,POK_NILAI_4,POK_NILAI_5,POK_NILAI_6,POK_NILAI_7,POK_NILAI_8,POK_NILAI_9,POK_NILAI_10,POK_NILAI_11,POK_NILAI_12
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",521211,A,0,A0,,0,0,1,0,1,"Snack Rapat (20 Org x 4 Kali)",A,0,,0,,0,,0,,80,ok,24000,1920000,,0,B06,0,0,0,0,0,0,0,691200,704000,524800,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",521211,A,0,A0,,0,0,2,1,2,ATK,A,0,,0,,0,,0,,5,pkt,500000,2500000,,0,B06,0,0,0,0,0,0,0,900000,916667,683333,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",521211,A,0,A0,,0,0,3,2,3,"Bahan Komputer",A,0,,0,,0,,0,,5,pkt,666000,3330000,,0,B06,0,0,0,0,0,0,0,1198800,1221000,910200,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",521211,A,0,A0,,0,0,4,3,4,"Pelaporan dan Penggandaan",A,0,,0,,0,,0,,5,pkt,750000,3750000,,0,B06,0,0,0,0,0,0,0,1350000,1375000,1025000,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",521211,A,0,A0,,0,0,5,4,5,"Bahan Kaji Terap",A,0,,0,,0,,0,,5,pkt,30000000,150000000,,0,B06,0,0,0,0,0,0,0,54000000,55000000,41000000,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",521211,A,0,A0,,0,0,6,5,6,"Konsumsi Pertemuan (30 orang x 5 paket)",A,0,,0,,0,,0,,150,ok,50000,7500000,,0,B06,0,0,0,0,0,0,0,2700000,2750000,2050000,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",522151,A,0,A0,,0,0,1,0,7,"Honorarium narasumber (1 org x 2 jam x 5 paket)",A,0,,0,,0,,0,,10,oj,600000,6000000,,0,B06,0,0,0,0,0,0,0,2160000,2200000,1640000,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",524111,A,0,A0,,0,0,1,0,8,"Tiket Pesawat",A,0,,0,,0,,0,,10,ok,3700000,37000000,,0,B06,0,0,0,0,0,0,0,13320000,13566667,10113333,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",524111,A,0,A0,,0,0,2,1,1458,"Penginapan (20 org x 2 mlm)",A,0,,0,,0,,0,,40,OH,650000,26000000,,0,B06,0,0,0,0,0,0,0,9360000,9533333,7106667,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",524111,A,0,A0,,0,0,3,2,1459,"Uang Harian (20 org x 3 hari)",A,0,,0,,0,,0,,60,oh,430000,25800000,,0,B06,0,0,0,0,0,0,0,9288000,9460000,7052000,0,0
626402,DL,2375,ABW,00,5,002,5,051,A,"Penyediaan Materi Pelatihan Berbasis Kaji Terap",524111,A,0,A0,,0,0,4,3,1460,Transport,A,0,,0,,0,,0,,20,ok,1060000,21200000,,0,B06,0,0,0,0,0,0,0,7632000,7773333,5794667,0,0
